event_pk,date,survey,site_id,ppm_c_doc,ppm_c_doc_flag,row_flag,quality_level
3739,2013-08-19,FGS,819 OUTLET,25.86,AV,Results,Principal Investigator
3740,2013-08-19,FGS,844 OUTLET,25.12,AV,Results,Principal Investigator
3741,2013-08-19,FGS,693 OUTLET,8.38,AV,Results,Principal Investigator
3742,2013-08-19,FGS,626 OUTLET,20.07,AV,Results,Principal Investigator
3743,2013-08-19,FGS,708 OUTLET,14.27,AV,Results,Principal Investigator
3743,2013-08-19,FGS,708 OUTLET,15.95,AV,Results,Principal Investigator
3743,2013-08-19,FGS,708 OUTLET,13.07,AV,Results,Principal Investigator
3746,2013-08-19,FGS,703 OUTLET,13.29,AV,Results,Principal Investigator
3747,2013-08-19,FGS,1015 OUTLET,10.83,AV,Results,Principal Investigator
3748,2013-09-02,FGS,819 OUTLET,18.21309075,AV,Results,Principal Investigator
3749,2013-09-02,FGS,844 OUTLET,17.26236158,AV,Results,Principal Investigator
3749,2013-09-02,FGS,844 OUTLET,17.09867377,AV,Results,Principal Investigator
3749,2013-09-02,FGS,844 OUTLET,17.1285434,AV,Results,Principal Investigator
3752,2013-09-02,FGS,693 OUTLET,11.53730781,AV,Results,Principal Investigator
3753,2013-09-02,FGS,626 OUTLET,18.18605923,AV,Results,Principal Investigator
3754,2013-09-02,FGS,708 OUTLET,9.420113346,AV,Results,Principal Investigator
3755,2013-09-02,FGS,703 OUTLET,7.6477951,AV,Results,Principal Investigator
3756,2013-09-02,FGS,1015 OUTLET,11.70176835,AV,Results,Principal Investigator
3757,2013-09-16,FGS,626 OUTLET,13.33435943,AV,Results,Principal Investigator
3758,2013-09-16,FGS,703 OUTLET,9.289721207,AV,Results,Principal Investigator
3759,2013-09-16,FGS,708 OUTLET,5.919662265,AV,Results,Principal Investigator
3760,2013-09-16,FGS,693 OUTLET,10.87713208,AV,Results,Principal Investigator
3760,2013-09-16,FGS,693 OUTLET,10.74333582,AV,Results,Principal Investigator
3760,2013-09-16,FGS,693 OUTLET,10.78706528,AV,Results,Principal Investigator
3763,2013-09-16,FGS,844 OUTLET,13.98914435,AV,Results,Principal Investigator
3764,2013-09-16,FGS,819 OUTLET,15.20221855,AV,Results,Principal Investigator
3765,2013-09-16,FGS,1015 OUTLET,11.03771814,AV,Results,Principal Investigator
3775,2013-10-16,FGS,1015 OUTLET,12.69,AV,Results,Principal Investigator
3782,2013-10-16,FGS,703 OUTLET,6.05,AV,Results,Principal Investigator
3776,2013-10-16,FGS,819 OUTLET,15.03,AV,Results,Principal Investigator
3783,2013-10-16,FGS,693 OUTLET,10.19,AV,Results,Principal Investigator
3776,2013-10-16,FGS,819 OUTLET,15.18,AV,Results,Principal Investigator
3776,2013-10-16,FGS,819 OUTLET,15.33,AV,Results,Principal Investigator
3779,2013-10-16,FGS,844 OUTLET,15.28,AV,Results,Principal Investigator
3781,2013-10-16,FGS,708 OUTLET,10.43,AV,Results,Principal Investigator
3780,2013-10-16,FGS,626 OUTLET,13.48,AV,Results,Principal Investigator
3802,2014-01-09,FGS,626 OUTLET,9.7,AV,Results,Principal Investigator
3803,2014-01-09,FGS,708 OUTLET,10.49,AV,Results,Principal Investigator
3803,2014-01-09,FGS,708 OUTLET,NA,NA,Collected,Technicianm
3803,2014-01-09,FGS,708 OUTLET,11.11,AV,Results,Principal Investigator
3806,2014-01-09,FGS,703 OUTLET,7.85,AV,Results,Principal Investigator
3807,2014-01-09,FGS,693 OUTLET,6.99,AV,Results,Principal Investigator
3808,2014-01-09,FGS,844 OUTLET,13.82,AV,Results,Principal Investigator
3809,2014-01-09,FGS,819 OUTLET,13.8,AV,Results,Principal Investigator
3802,2014-01-09,FGS,626 OUTLET,9.7,AV,Results,Principal Investigator
3803,2014-01-09,FGS,708 OUTLET,10.49,AV,Results,Principal Investigator
3803,2014-01-09,FGS,708 OUTLET,10.77,AV,Results,Principal Investigator
3803,2014-01-09,FGS,708 OUTLET,11.11,AV,Results,Principal Investigator
3806,2014-01-09,FGS,703 OUTLET,7.85,AV,Results,Principal Investigator
3807,2014-01-09,FGS,693 OUTLET,6.99,AV,Results,Principal Investigator
3808,2014-01-09,FGS,844 OUTLET,13.82,AV,Results,Principal Investigator
3809,2014-01-09,FGS,819 OUTLET,13.8,AV,Results,Principal Investigator
3817,2014-01-29,FGS,819 OUTLET,10,AV,Results,Principal Investigator
3818,2014-01-29,FGS,1015 OUTLET,12.02,AV,Results,Principal Investigator
3810,2014-01-29,FGS,693 OUTLET,5.88,AV,Results,Principal Investigator
3811,2014-01-29,FGS,703 OUTLET,4.96,AV,Results,Principal Investigator
3812,2014-01-29,FGS,708 OUTLET,9.04,AV,Results,Principal Investigator
3812,2014-01-29,FGS,708 OUTLET,8.91,AV,Results,Principal Investigator
3812,2014-01-29,FGS,708 OUTLET,9.06,AV,Results,Principal Investigator
3815,2014-01-29,FGS,626 OUTLET,8.18,AV,Results,Principal Investigator
3816,2014-01-29,FGS,844 OUTLET,10.04,AV,Results,Principal Investigator
3819,2014-02-19,FGS,1015 OUTLET,10.97,AV,Results,Principal Investigator
3820,2014-02-19,FGS,819 OUTLET,8.81,AV,Results,Principal Investigator
3821,2014-02-19,FGS,844 OUTLET,8.22,AV,Results,Principal Investigator
3822,2014-02-19,FGS,693 OUTLET,5.46,AV,Results,Principal Investigator
3823,2014-02-19,FGS,703 OUTLET,NA,NA,Not Available,Technicianm
3823,2014-02-19,FGS,703 OUTLET,4.85,AV,Results,Principal Investigator
3823,2014-02-19,FGS,703 OUTLET,NA,NA,Not Available,Technicianm
3826,2014-02-19,FGS,708 OUTLET,8.15,AV,Results,Principal Investigator
3827,2014-02-19,FGS,626 OUTLET,6.69,AV,Results,Principal Investigator
3882,2014-05-18,FGS,1015 OUTLET,9.66,AV,Results,Principal Investigator
3883,2014-05-18,FGS,819 OUTLET,13.75,AV,Results,Principal Investigator
3884,2014-05-18,FGS,844 OUTLET,13.36,AV,Results,Principal Investigator
3885,2014-05-18,FGS,693 OUTLET,6.21,AV,Results,Principal Investigator
3886,2014-05-18,FGS,703 OUTLET,4.35,AV,Results,Principal Investigator
3887,2014-05-18,FGS,708 OUTLET,7.6,AV,Results,Principal Investigator
3887,2014-05-18,FGS,708 OUTLET,8.73,AV,Results,Principal Investigator
3887,2014-05-18,FGS,708 OUTLET,7.56,AV,Results,Principal Investigator
3890,2014-05-18,FGS,626 OUTLET,11.62,AV,Results,Principal Investigator
3891,2014-05-29,FGS,1015 OUTLET,9.574361588,AV,Results,Principal Investigator
3892,2014-05-29,FGS,819 OUTLET,14.9839047,AV,Results,Principal Investigator
3893,2014-05-29,FGS,703 OUTLET,6.533497682,AV,Results,Principal Investigator
3894,2014-05-29,FGS,708 OUTLET,7.700437923,AV,Results,Principal Investigator
3895,2014-05-29,FGS,693 OUTLET,7.610695254,AV,Results,Principal Investigator
3895,2014-05-29,FGS,693 OUTLET,7.127621278,AV,Results,Principal Investigator
3895,2014-05-29,FGS,693 OUTLET,7.528606996,AV,Results,Principal Investigator
3898,2014-05-29,FGS,844 OUTLET,14.42558009,AV,Results,Principal Investigator
3899,2014-05-29,FGS,626 OUTLET,11.44440427,AV,Results,Principal Investigator
3900,2014-06-08,FGS,626 OUTLET,9.464990522,AV,Results,Principal Investigator
3901,2014-06-08,FGS,708 OUTLET,7.027202187,AV,Results,Principal Investigator
3902,2014-06-08,FGS,703 OUTLET,3.956495472,AV,Results,Principal Investigator
3903,2014-06-08,FGS,693 OUTLET,6.973434501,AV,Results,Principal Investigator
3903,2014-06-08,FGS,693 OUTLET,6.892836992,AV,Results,Principal Investigator
3903,2014-06-08,FGS,693 OUTLET,7.08223337,AV,Results,Principal Investigator
3906,2014-06-08,FGS,844 OUTLET,11.04126035,AV,Results,Principal Investigator
3907,2014-06-08,FGS,819 OUTLET,11.62591739,AV,Results,Principal Investigator
3908,2014-06-08,FGS,1015 OUTLET,9.338633558,AV,Results,Principal Investigator
3999,2014-10-15,FGS,1015 OUTLET,10.68,AV,Results,Principal Investigator
4000,2014-10-15,FGS,626 OUTLET,16.47,AV,Results,Principal Investigator
4001,2014-10-15,FGS,708 OUTLET,9.06,AV,Results,Principal Investigator
4001,2014-10-15,FGS,708 OUTLET,9.48,AV,Results,Principal Investigator
4001,2014-10-15,FGS,708 OUTLET,9.36,AV,Results,Principal Investigator
4007,2014-10-15,FGS,703 OUTLET,8.71,AV,Results,Principal Investigator
4004,2014-10-15,FGS,693 OUTLET,11.15,AV,Results,Principal Investigator
4006,2014-10-15,FGS,819 OUTLET,18.06,AV,Results,Principal Investigator
4005,2014-10-15,FGS,844 OUTLET,17.34,AV,Results,Principal Investigator
4008,2014-11-29,FGS,626 OUTLET,9.33,AV,Results,Principal Investigator
4009,2014-11-29,FGS,703 OUTLET,6.74,AV,Results,Principal Investigator
4010,2014-11-29,FGS,844 OUTLET,12.42,AV,Results,Principal Investigator
4011,2014-11-29,FGS,708 OUTLET,11.42,AV,Results,Principal Investigator
4012,2014-11-29,FGS,1015 OUTLET,14.3,AV,Results,Principal Investigator
4012,2014-11-29,FGS,1015 OUTLET,14.45,AV,Results,Principal Investigator
4012,2014-11-29,FGS,1015 OUTLET,13.92,AV,Results,Principal Investigator
4015,2014-11-29,FGS,693 OUTLET,8.14,AV,Results,Principal Investigator
4016,2014-11-29,FGS,819 OUTLET,13.94,AV,Results,Principal Investigator
142,2015-01-22,FGS,703 OUTLET,4.32,AV,Results,Principal Investigator
144,2015-01-22,FGS,708 OUTLET,9.01,AV,Results,Principal Investigator
145,2015-01-22,FGS,626 OUTLET,8.87,AV,Results,Principal Investigator
145,2015-01-22,FGS,626 OUTLET,9.07,AV,Results,Principal Investigator
145,2015-01-22,FGS,626 OUTLET,8.9,AV,Results,Principal Investigator
140,2015-01-22,FGS,693 OUTLET,5.71,AV,Results,Principal Investigator
141,2015-01-22,FGS,844 OUTLET,10.89,AV,Results,Principal Investigator
143,2015-01-22,FGS,819 OUTLET,12.16,AV,Results,Principal Investigator
148,2015-01-22,FGS,1015 OUTLET,0.879483791,SVD,Results,Principal Investigator
253,2015-02-24,FGS,708 OUTLET,8.75,AV,Results,Principal Investigator
254,2015-02-24,FGS,626 OUTLET,9.52,AV,Results,Principal Investigator
247,2015-02-24,FGS,693 OUTLET,6.78,AV,Results,Principal Investigator
248,2015-02-24,FGS,844 OUTLET,12.48,AV,Results,Principal Investigator
249,2015-02-24,FGS,819 OUTLET,13.24,AV,Results,Principal Investigator
246,2015-02-24,FGS,1015 OUTLET,12.23,AV,Results,Principal Investigator
252,2015-02-24,FGS,703 OUTLET,5.21,AV,Results,Principal Investigator
366,2015-03-11,FGS,693 OUTLET,6.85,AV,Results,Principal Investigator
367,2015-03-11,FGS,844 OUTLET,13.96,AV,Results,Principal Investigator
368,2015-03-11,FGS,819 OUTLET,14.57,AV,Results,Principal Investigator
369,2015-03-11,FGS,1015 OUTLET,12.55,AV,Results,Principal Investigator
363,2015-03-11,FGS,703 OUTLET,5.88,AV,Results,Principal Investigator
364,2015-03-11,FGS,708 OUTLET,10.26,AV,Results,Principal Investigator
365,2015-03-11,FGS,626 OUTLET,10.69,AV,Results,Principal Investigator
663,2015-04-01,FGS,703 OUTLET,6.38,AV,Results,Principal Investigator
664,2015-04-01,FGS,708 OUTLET,9.2,AV,Results,Principal Investigator
669,2015-04-01,FGS,819 OUTLET,12.87,AV,Results,Principal Investigator
668,2015-04-01,FGS,844 OUTLET,11.88,AV,Results,Principal Investigator
667,2015-04-01,FGS,626 OUTLET,9.62,AV,Results,Principal Investigator
662,2015-04-01,FGS,693 OUTLET,7.8,AV,Results,Principal Investigator
670,2015-04-01,FGS,1015 OUTLET,13,AV,Results,Principal Investigator
1017,2015-04-23,FGS,819 OUTLET,11.07,AV,Results,Principal Investigator
1014,2015-04-23,FGS,844 OUTLET,10.27,AV,Results,Principal Investigator
1018,2015-04-23,FGS,626 OUTLET,8.19,AV,Results,Principal Investigator
1016,2015-04-23,FGS,693 OUTLET,6.49,AV,Results,Principal Investigator
1015,2015-04-23,FGS,1015 OUTLET,12.12,AV,Results,Principal Investigator
1019,2015-04-23,FGS,703 OUTLET,7.13,AV,Results,Principal Investigator
1013,2015-04-23,FGS,708 OUTLET,9,AV,Results,Principal Investigator
1281,2015-05-13,FGS,626 OUTLET,6.02,AV,Results,Principal Investigator
1282,2015-05-13,FGS,693 OUTLET,4.25,AV,Results,Principal Investigator
1280,2015-05-13,FGS,844 OUTLET,7.7,AV,Results,Principal Investigator
1279,2015-05-13,FGS,1015 OUTLET,9.62,AV,Results,Principal Investigator
1278,2015-05-13,FGS,708 OUTLET,6.61,AV,Results,Principal Investigator
1277,2015-05-13,FGS,703 OUTLET,3.49,AV,Results,Principal Investigator
1283,2015-05-13,FGS,819 OUTLET,8.24,AV,Results,Principal Investigator
4077,2015-06-03,FGS,626 OUTLET,5.46,AV,Results,Principal Investigator
4078,2015-06-03,FGS,693 OUTLET,3.37,AV,Results,Principal Investigator
4079,2015-06-03,FGS,703 OUTLET,2.84,AV,Results,Principal Investigator
4075,2015-06-03,FGS,708 OUTLET,6.61,AV,Results,Principal Investigator
4071,2015-06-03,FGS,819 OUTLET,7.7,AV,Results,Principal Investigator
4072,2015-06-03,FGS,844 OUTLET,7.44,AV,Results,Principal Investigator
4073,2015-06-03,FGS,1015 OUTLET,9.4,AV,Results,Principal Investigator
1999,2015-06-24,FGS,626 OUTLET,8.34,AV,Results,Principal Investigator
2000,2015-06-24,FGS,693 OUTLET,2.96,AV,Results,Principal Investigator
2001,2015-06-24,FGS,703 OUTLET,3.68,AV,Results,Principal Investigator
2002,2015-06-24,FGS,708 OUTLET,7.14,AV,Results,Principal Investigator
2003,2015-06-24,FGS,819 OUTLET,9.11,AV,Results,Principal Investigator
2004,2015-06-24,FGS,844 OUTLET,8.67,AV,Results,Principal Investigator
2005,2015-06-24,FGS,1015 OUTLET,8.54,AV,Results,Principal Investigator
2320,2015-07-15,FGS,626 OUTLET,6.41,AV,Results,Principal Investigator
2322,2015-07-15,FGS,693 OUTLET,3.11,AV,Results,Principal Investigator
2317,2015-07-15,FGS,703 OUTLET,5.29,AV,Results,Principal Investigator
2318,2015-07-15,FGS,708 OUTLET,7.63,AV,Results,Principal Investigator
2319,2015-07-15,FGS,819 OUTLET,10.15,AV,Results,Principal Investigator
2316,2015-07-15,FGS,844 OUTLET,9.46,AV,Results,Principal Investigator
2321,2015-07-15,FGS,1015 OUTLET,9.4,AV,Results,Principal Investigator
2535,2015-08-05,FGS,626 OUTLET,13.76,AV,Results,Principal Investigator
2536,2015-08-05,FGS,693 OUTLET,4.44,AV,Results,Principal Investigator
2537,2015-08-05,FGS,703 OUTLET,8.78,AV,Results,Principal Investigator
2538,2015-08-05,FGS,708 OUTLET,14.56,AV,Results,Principal Investigator
2539,2015-08-05,FGS,819 OUTLET,20.66,AV,Results,Principal Investigator
2540,2015-08-05,FGS,844 OUTLET,20.71,AV,Results,Principal Investigator
2541,2015-08-05,FGS,1015 OUTLET,8.34,AV,Results,Principal Investigator
2926,2015-08-26,FGS,626 OUTLET,NA,MV,Not Available,Principal Investigator
2927,2015-08-26,FGS,693 OUTLET,NA,MV,Not Available,Principal Investigator
2928,2015-08-26,FGS,703 OUTLET,NA,MV,Not Available,Principal Investigator
2929,2015-08-26,FGS,708 OUTLET,NA,MV,Not Available,Principal Investigator
2930,2015-08-26,FGS,819 OUTLET,NA,MV,Not Available,Principal Investigator
2931,2015-08-26,FGS,844 OUTLET,NA,MV,Not Available,Principal Investigator
2932,2015-08-26,FGS,1015 OUTLET,NA,MV,Not Available,Principal Investigator
3352,2015-09-16,FGS,626 OUTLET,15.41,AV,Results,Principal Investigator
3353,2015-09-16,FGS,693 OUTLET,11.55,AV,Results,Principal Investigator
3354,2015-09-16,FGS,703 OUTLET,6.26,AV,Results,Principal Investigator
3355,2015-09-16,FGS,708 OUTLET,8.42,AV,Results,Principal Investigator
3356,2015-09-16,FGS,819 OUTLET,16.7,AV,Results,Principal Investigator
3357,2015-09-16,FGS,844 OUTLET,15.27,AV,Results,Principal Investigator
3358,2015-09-16,FGS,1015 OUTLET,12.61,AV,Results,Principal Investigator
7058,2015-10-08,FGS,626 OUTLET,14.56,AV,Results,Principal Investigator
7060,2015-10-08,FGS,693 OUTLET,13.02,AV,Results,Principal Investigator
7059,2015-10-08,FGS,703 OUTLET,6.13,AV,Results,Principal Investigator
7055,2015-10-08,FGS,708 OUTLET,11.67,AV,Results,Principal Investigator
7057,2015-10-08,FGS,819 OUTLET,17.08,AV,Results,Principal Investigator
7056,2015-10-08,FGS,844 OUTLET,16.52,AV,Results,Principal Investigator
7061,2015-10-08,FGS,1015 OUTLET,15.14,AV,Results,Principal Investigator
16791,2015-10-28,FGS,626 OUTLET,17.42,AV,Results,Principal Investigator
16792,2015-10-28,FGS,693 OUTLET,12.92,AV,Results,Principal Investigator
16793,2015-10-28,FGS,703 OUTLET,7.09,AV,Results,Principal Investigator
16794,2015-10-28,FGS,708 OUTLET,12.33,AV,Results,Principal Investigator
16795,2015-10-28,FGS,819 OUTLET,18.35,AV,Results,Principal Investigator
16796,2015-10-28,FGS,844 OUTLET,16.48,AV,Results,Principal Investigator
16797,2015-10-28,FGS,1015 OUTLET,15.76,AV,Results,Principal Investigator
16893,2015-12-01,FGS,626 OUTLET,6.68,AV,Results,Principal Investigator
16894,2015-12-01,FGS,693 OUTLET,7.96,AV,Results,Principal Investigator
16895,2015-12-01,FGS,703 OUTLET,3.97,AV,Results,Principal Investigator
16896,2015-12-01,FGS,708 OUTLET,NA,MV,Not Available,Principal Investigator
16897,2015-12-01,FGS,819 OUTLET,10.33,AV,Results,Principal Investigator
16898,2015-12-01,FGS,844 OUTLET,9.64,AV,Results,Principal Investigator
16899,2015-12-01,FGS,1015 OUTLET,13.57,AV,Results,Principal Investigator
30425,2016-01-15,FGS,626 OUTLET,7.75,AV,Results,Principal Investigator
30426,2016-01-15,FGS,693 OUTLET,6.12,AV,Results,Principal Investigator
30427,2016-01-15,FGS,703 OUTLET,5.5,AV,Results,Principal Investigator
30428,2016-01-15,FGS,708 OUTLET,8.96,AV,Results,Principal Investigator
30429,2016-01-15,FGS,819 OUTLET,12.5,AV,Results,Principal Investigator
30430,2016-01-15,FGS,844 OUTLET,11.71,AV,Results,Principal Investigator
30431,2016-01-15,FGS,1015 OUTLET,11.43,AV,Results,Principal Investigator
50360,2016-02-26,FGS,1015 OUTLET,10.07,AV,Results,Principal Investigator
50361,2016-02-26,FGS,819 OUTLET,9.95,AV,Results,Principal Investigator
50362,2016-02-26,FGS,844 OUTLET,9.15,AV,Results,Principal Investigator
50363,2016-02-26,FGS,708 OUTLET,7.08,AV,Results,Principal Investigator
50364,2016-02-26,FGS,703 OUTLET,3.61,AV,Results,Principal Investigator
50365,2016-02-26,FGS,693 OUTLET,5.31,AV,Results,Principal Investigator
50366,2016-02-26,FGS,626 OUTLET,6.8,AV,Results,Principal Investigator
65047,2016-03-18,FGS,626 OUTLET,5.41,AV,Results,Principal Investigator
65048,2016-03-18,FGS,693 OUTLET,4.79,AV,Results,Principal Investigator
65049,2016-03-18,FGS,703 OUTLET,3.76,AV,Results,Principal Investigator
65050,2016-03-18,FGS,708 OUTLET,6.52,AV,Results,Principal Investigator
65051,2016-03-18,FGS,819 OUTLET,9.05,AV,Results,Principal Investigator
65052,2016-03-18,FGS,844 OUTLET,8.62,AV,Results,Principal Investigator
65053,2016-03-18,FGS,1015 OUTLET,9.74,AV,Results,Principal Investigator
68556,2016-04-07,FGS,626 OUTLET,7.01,AV,Results,Principal Investigator
68557,2016-04-07,FGS,693 OUTLET,5.34,AV,Results,Principal Investigator
68558,2016-04-07,FGS,703 OUTLET,4.65,AV,Results,Principal Investigator
68559,2016-04-07,FGS,708 OUTLET,6.78,AV,Results,Principal Investigator
68560,2016-04-07,FGS,819 OUTLET,10.94,AV,Results,Principal Investigator
68561,2016-04-07,FGS,844 OUTLET,10.28,AV,Results,Principal Investigator
68562,2016-04-07,FGS,1015 OUTLET,9.23,AV,Results,Principal Investigator
83377,2016-04-27,FGS,626 OUTLET,11.38,AV,Results,Principal Investigator
83378,2016-04-27,FGS,693 OUTLET,6.85,AV,Results,Principal Investigator
83379,2016-04-27,FGS,703 OUTLET,7.89,AV,Results,Principal Investigator
83380,2016-04-27,FGS,708 OUTLET,8.11,AV,Results,Principal Investigator
83381,2016-04-27,FGS,819 OUTLET,13.28,AV,Results,Principal Investigator
83382,2016-04-27,FGS,844 OUTLET,13.08,AV,Results,Principal Investigator
83383,2016-04-27,FGS,1015 OUTLET,9.94,AV,Results,Principal Investigator
120615,2016-05-18,FGS,626 OUTLET,9.29,AV,Results,Principal Investigator
120616,2016-05-18,FGS,693 OUTLET,6.65,AV,Results,Principal Investigator
120617,2016-05-18,FGS,703 OUTLET,3.72,AV,Results,Principal Investigator
120618,2016-05-18,FGS,708 OUTLET,6.98,AV,Results,Principal Investigator
120619,2016-05-18,FGS,819 OUTLET,11.12,AV,Results,Principal Investigator
120620,2016-05-18,FGS,844 OUTLET,10.74,AV,Results,Principal Investigator
120621,2016-05-18,FGS,1015 OUTLET,9.7,AV,Results,Principal Investigator
133769,2016-06-08,FGS,626 OUTLET,11.31,AV,Results,Principal Investigator
133770,2016-06-08,FGS,693 OUTLET,7.1,AV,Results,Principal Investigator
133771,2016-06-08,FGS,703 OUTLET,4.76,AV,Results,Principal Investigator
133772,2016-06-08,FGS,708 OUTLET,7.34,AV,Results,Principal Investigator
133773,2016-06-08,FGS,819 OUTLET,13.18,AV,Results,Principal Investigator
133774,2016-06-08,FGS,844 OUTLET,12.31,AV,Results,Principal Investigator
133775,2016-06-08,FGS,1015 OUTLET,8.68,AV,Results,Principal Investigator
137681,2016-06-29,FGS,626 OUTLET,13.49,AV,Results,Principal Investigator
137682,2016-06-29,FGS,693 OUTLET,9.17,AV,Results,Principal Investigator
137683,2016-06-29,FGS,703 OUTLET,6.21,AV,Results,Principal Investigator
137684,2016-06-29,FGS,708 OUTLET,7.83,AV,Results,Principal Investigator
137685,2016-06-29,FGS,819 OUTLET,15.39,AV,Results,Principal Investigator
137686,2016-06-29,FGS,844 OUTLET,14.48,AV,Results,Principal Investigator
137687,2016-06-29,FGS,1015 OUTLET,9.55,AV,Results,Principal Investigator
146403,2016-07-20,FGS,626 OUTLET,13.57,AV,Results,Principal Investigator
146404,2016-07-20,FGS,693 OUTLET,10.57,AV,Results,Principal Investigator
146405,2016-07-20,FGS,703 OUTLET,5.75,AV,Results,Principal Investigator
146406,2016-07-20,FGS,708 OUTLET,8.51,AV,Results,Principal Investigator
146407,2016-07-20,FGS,819 OUTLET,15.45,AV,Results,Principal Investigator
146408,2016-07-20,FGS,844 OUTLET,14.15,AV,Results,Principal Investigator
146409,2016-07-20,FGS,1015 OUTLET,9.7,AV,Results,Principal Investigator
155400,2016-08-10,FGS,626 OUTLET,11.58,AV,Results,Principal Investigator
155401,2016-08-10,FGS,693 OUTLET,9.25,AV,Results,Principal Investigator
155402,2016-08-10,FGS,703 OUTLET,4.87,AV,Results,Principal Investigator
155403,2016-08-10,FGS,708 OUTLET,7.99,AV,Results,Principal Investigator
155404,2016-08-10,FGS,819 OUTLET,11.5,AV,Results,Principal Investigator
155405,2016-08-10,FGS,844 OUTLET,12.54,AV,Results,Principal Investigator
155406,2016-08-10,FGS,1015 OUTLET,9.59,AV,Results,Principal Investigator
167161,2016-09-02,FGS,626 OUTLET,17.83,AV,Results,Principal Investigator
167162,2016-09-02,FGS,693 OUTLET,12.04,AV,Results,Principal Investigator
167163,2016-09-02,FGS,703 OUTLET,11.59,AV,Results,Principal Investigator
167164,2016-09-02,FGS,708 OUTLET,10.94,AV,Results,Principal Investigator
167165,2016-09-02,FGS,819 OUTLET,20.72,AV,Results,Principal Investigator
167166,2016-09-02,FGS,844 OUTLET,20.01,AV,Results,Principal Investigator
167167,2016-09-02,FGS,1015 OUTLET,13.53,AV,Results,Principal Investigator
